ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2023-01-03T00:00:00.000000000Z,35,2,29,130.740000000,131.460000000,124.180000000,124.950000000,28022117,AAPL
2023-01-04T00:00:00.000000000Z,35,2,29,126.280000000,128.650000000,125.070000000,126.960000000,20862469,AAPL
2023-01-05T00:00:00.000000000Z,35,2,29,126.710000000,127.850000000,124.760000000,125.170000000,18721047,AAPL
2023-01-06T00:00:00.000000000Z,35,2,29,125.300000000,130.290000000,124.420000000,129.350000000,22655595,AAPL
2023-01-09T00:00:00.000000000Z,35,2,29,129.650000000,133.410000000,129.650000000,130.020000000,16993429,AAPL
2023-01-10T00:00:00.000000000Z,35,2,29,130.130000000,131.260000000,128.130000000,130.750000000,14258371,AAPL
2023-01-11T00:00:00.000000000Z,35,2,29,130.930000000,133.500000000,130.440000000,133.440000000,18591944,AAPL
2023-01-12T00:00:00.000000000Z,35,2,29,133.420000000,134.660000000,131.450000000,133.180000000,17878014,AAPL
2023-01-13T00:00:00.000000000Z,35,2,29,133.580000000,134.920000000,131.650000000,134.550000000,14315967,AAPL
2023-01-17T00:00:00.000000000Z,35,2,29,134.500000000,137.290000000,134.000000000,135.600000000,16076251,AAPL
2023-01-18T00:00:00.000000000Z,35,2,29,136.170000000,138.610000000,134.760000000,134.790000000,17963634,AAPL
2023-01-19T00:00:00.000000000Z,35,2,29,134.630000000,136.240000000,133.220000000,135.580000000,15395288,AAPL
2023-01-20T00:00:00.000000000Z,35,2,29,135.480000000,137.990000000,134.230000000,137.920000000,27611087,AAPL
2023-01-23T00:00:00.000000000Z,35,2,29,137.950000000,143.310000000,137.020000000,141.080000000,19128451,AAPL
2023-01-24T00:00:00.000000000Z,35,2,29,141.240000000,143.360000000,139.590000000,141.990000000,12813050,AAPL
2023-01-25T00:00:00.000000000Z,35,2,29,141.880000000,142.430000000,138.815000000,142.000000000,14695201,AAPL
2023-01-26T00:00:00.000000000Z,35,2,29,142.320000000,144.250000000,141.900000000,143.440000000,13954196,AAPL
2023-01-27T00:00:00.000000000Z,35,2,29,143.340000000,147.230000000,143.000000000,145.880000000,16865178,AAPL
2023-01-30T00:00:00.000000000Z,35,2,29,144.430000000,145.550000000,142.855000000,143.140000000,16160505,AAPL
2023-01-31T00:00:00.000000000Z,35,2,29,142.600000000,144.430000000,141.440000000,143.850000000,24261849,AAPL
2023-02-01T00:00:00.000000000Z,35,2,29,144.290000000,146.610000000,141.330000000,145.960000000,19919641,AAPL
2023-02-02T00:00:00.000000000Z,35,2,29,147.140000000,152.070000000,142.320000000,145.880000000,25511709,AAPL
2023-02-03T00:00:00.000000000Z,35,2,29,145.450000000,157.380000000,144.750000000,154.250000000,33399665,AAPL
2023-02-06T00:00:00.000000000Z,35,2,29,152.940000000,153.450000000,150.780000000,151.830000000,16562979,AAPL
2023-02-07T00:00:00.000000000Z,35,2,29,151.930000000,155.230000000,150.370000000,154.190000000,24198381,AAPL
2023-02-08T00:00:00.000000000Z,35,2,29,154.290000000,154.580000000,151.170000000,152.310000000,20625939,AAPL
2023-02-09T00:00:00.000000000Z,35,2,29,153.190000000,154.320000000,150.420000000,151.000000000,15372651,AAPL
2023-02-10T00:00:00.000000000Z,35,2,29,150.470000000,151.340000000,148.700000000,151.020000000,13908481,AAPL
2023-02-13T00:00:00.000000000Z,35,2,29,150.760000000,154.260000000,150.430000000,153.700000000,17351556,AAPL
2023-02-14T00:00:00.000000000Z,35,2,29,153.660000000,155.120000000,150.870000000,153.090000000,17546496,AAPL
2023-02-15T00:00:00.000000000Z,35,2,29,152.710000000,155.500000000,152.000000000,155.360000000,14456885,AAPL
2023-02-16T00:00:00.000000000Z,35,2,29,155.480000000,156.325000000,152.750000000,153.150000000,17153784,AAPL
2023-02-17T00:00:00.000000000Z,35,2,29,152.450000000,153.390000000,150.850000000,152.610000000,16652748,AAPL
2023-02-21T00:00:00.000000000Z,35,2,29,150.740000000,151.350000000,148.410000000,148.800000000,17964142,AAPL
2023-02-22T00:00:00.000000000Z,35,2,29,148.360000000,149.950000000,147.160000000,149.150000000,15055227,AAPL
2023-02-23T00:00:00.000000000Z,35,2,29,149.670000000,150.350000000,147.240000000,148.960000000,14081997,AAPL
2023-02-24T00:00:00.000000000Z,35,2,29,148.720000000,148.800000000,145.730000000,146.500000000,15870381,AAPL
2023-02-27T00:00:00.000000000Z,35,2,29,147.100000000,149.170000000,146.830000000,148.030000000,12643065,AAPL
2023-02-28T00:00:00.000000000Z,35,2,29,147.270000000,149.070000000,146.840000000,147.100000000,19375929,AAPL
2023-03-01T00:00:00.000000000Z,35,2,29,148.130000000,148.510000000,145.010000000,145.380000000,16477007,AAPL
2023-03-02T00:00:00.000000000Z,35,2,29,144.570000000,146.710000000,143.540000000,145.430000000,16384231,AAPL
2023-03-03T00:00:00.000000000Z,35,2,29,146.300000000,151.270000000,146.300000000,151.100000000,20330181,AAPL
2023-03-06T00:00:00.000000000Z,35,2,29,152.510000000,156.290000000,152.130000000,153.900000000,19402422,AAPL
2023-03-07T00:00:00.000000000Z,35,2,29,154.020000000,154.720000000,151.140000000,151.750000000,15211550,AAPL
2023-03-08T00:00:00.000000000Z,35,2,29,151.710000000,153.470000000,151.490000000,152.960000000,12244920,AAPL
2023-03-09T00:00:00.000000000Z,35,2,29,152.270000000,154.530000000,150.100000000,150.360000000,15495850,AAPL
2023-03-10T00:00:00.000000000Z,35,2,29,150.400000000,152.010000000,147.610000000,148.500000000,20312272,AAPL
2023-03-13T00:00:00.000000000Z,35,2,29,150.550000000,153.140000000,146.200000000,150.800000000,24009419,AAPL
2023-03-14T00:00:00.000000000Z,35,2,29,150.890000000,153.400000000,149.800000000,152.770000000,24754786,AAPL
2023-03-15T00:00:00.000000000Z,35,2,29,152.720000000,153.310000000,149.920000000,152.670000000,22693796,AAPL
2023-03-16T00:00:00.000000000Z,35,2,29,152.990000000,156.420000000,151.630000000,155.850000000,23002084,AAPL
2023-03-17T00:00:00.000000000Z,35,2,29,156.000000000,156.880000000,154.280000000,154.580000000,44789822,AAPL
