ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2022-12-29 00:00:00+00:00,35,2,5799,171.12,175.24,171.12,174.36,3605295.0,IWM
2022-12-30 00:00:00+00:00,35,2,5788,173.59,175.03,172.62,174.96,3305873.0,IWM
2023-01-03 00:00:00+00:00,35,2,5782,176.71,177.33,171.9,173.28,4472643.0,IWM
2023-01-04 00:00:00+00:00,35,2,5779,174.13,176.67,173.92,175.58,4287136.0,IWM
2023-01-05 00:00:00+00:00,35,2,5778,175.42,176.06,172.39,173.94,3457706.0,IWM
2023-01-06 00:00:00+00:00,35,2,5777,173.85,178.03,173.41,177.49,4268262.0,IWM
2023-01-09 00:00:00+00:00,35,2,5774,177.94,180.12,177.6,177.61,2985296.0,IWM
2023-01-10 00:00:00+00:00,35,2,5778,177.42,180.63,176.93,180.56,3246661.0,IWM
2023-01-11 00:00:00+00:00,35,2,5779,180.42,182.93,180.42,182.68,2482797.0,IWM
2023-01-12 00:00:00+00:00,35,2,5774,182.83,185.97,181.71,185.92,4694125.0,IWM
2023-01-13 00:00:00+00:00,35,2,5772,185.91,187.33,184.05,186.9,3262731.0,IWM
2023-01-17 00:00:00+00:00,35,2,5761,186.49,187.84,186.16,186.27,2801654.0,IWM
2023-01-18 00:00:00+00:00,35,2,5760,186.9,188.96,183.69,183.99,4975384.0,IWM
2023-01-19 00:00:00+00:00,35,2,5764,183.31,183.34,180.78,181.9,4466127.0,IWM
2023-01-20 00:00:00+00:00,35,2,5760,182.19,185.3,181.27,185.0,4326422.0,IWM
2023-01-23 00:00:00+00:00,35,2,5757,184.93,188.11,184.58,187.27,3550778.0,IWM
2023-01-24 00:00:00+00:00,35,2,5755,187.25,187.83,185.88,186.55,2785149.0,IWM
2023-01-25 00:00:00+00:00,35,2,5758,186.52,187.67,183.88,187.65,3548562.0,IWM
2023-01-26 00:00:00+00:00,35,2,5762,187.9,189.85,186.3,188.14,3538456.0,IWM
2023-01-27 00:00:00+00:00,35,2,5762,188.1,190.29,187.79,189.44,3208275.0,IWM
2023-01-30 00:00:00+00:00,35,2,5756,188.11,189.61,186.835,187.58,3338019.0,IWM
2023-01-31 00:00:00+00:00,35,2,5755,186.65,191.575,186.16,191.3,3532900.0,IWM
2023-02-01 00:00:00+00:00,35,2,5761,190.97,196.18,190.13,194.49,5722876.0,IWM
2023-02-02 00:00:00+00:00,35,2,5760,194.78,199.26,194.11,197.96,5676779.0,IWM
2023-02-03 00:00:00+00:00,35,2,5755,198.06,199.13,195.7,196.82,5141282.0,IWM
2023-02-06 00:00:00+00:00,35,2,5755,195.7,196.37,193.38,194.53,3365702.0,IWM
2023-02-07 00:00:00+00:00,35,2,5755,194.28,196.09,191.65,195.17,5519481.0,IWM
2023-02-08 00:00:00+00:00,35,2,5754,194.93,195.37,192.21,192.94,3631636.0,IWM
2023-02-09 00:00:00+00:00,35,2,5753,194.36,195.12,189.44,190.14,3723642.0,IWM
2023-02-10 00:00:00+00:00,35,2,5752,190.36,190.63,188.54,190.24,3392608.0,IWM
2023-02-13 00:00:00+00:00,35,2,5749,190.3,192.855,189.31,192.55,2508364.0,IWM
2023-02-14 00:00:00+00:00,35,2,5745,192.67,194.19,190.08,192.13,4218372.0,IWM
2023-02-15 00:00:00+00:00,35,2,5736,191.48,194.67,190.52,194.56,3372734.0,IWM
2023-02-16 00:00:00+00:00,35,2,5731,194.68,194.86,191.25,192.03,4443452.0,IWM
2023-02-17 00:00:00+00:00,35,2,5730,191.11,193.37,190.97,193.1,3905871.0,IWM
2023-02-21 00:00:00+00:00,35,2,5730,190.9,192.0,187.25,187.66,4427298.0,IWM
2023-02-22 00:00:00+00:00,35,2,5731,187.41,189.15,186.75,188.15,5619432.0,IWM
2023-02-23 00:00:00+00:00,35,2,5731,188.98,190.3,186.705,189.06,4891850.0,IWM
2023-02-24 00:00:00+00:00,35,2,5730,189.03,189.15,185.78,187.35,5718123.0,IWM
2023-02-27 00:00:00+00:00,35,2,5722,188.28,190.2,187.6,188.35,4293810.0,IWM
2023-02-28 00:00:00+00:00,35,2,5722,187.97,190.02,187.64,187.9,3849991.0,IWM
2023-03-01 00:00:00+00:00,35,2,5725,189.4,189.485,187.19,188.54,5210080.0,IWM
2023-03-02 00:00:00+00:00,35,2,5720,187.27,189.3,186.13,188.53,4622653.0,IWM
2023-03-03 00:00:00+00:00,35,2,5717,188.97,191.92,188.42,191.67,4830983.0,IWM
2023-03-06 00:00:00+00:00,35,2,5715,191.45,192.14,187.9,188.79,4939870.0,IWM
2023-03-07 00:00:00+00:00,35,2,5714,189.27,189.44,186.22,186.77,6269364.0,IWM
2023-03-08 00:00:00+00:00,35,2,5707,186.94,187.61,185.12,186.58,5877948.0,IWM
2023-03-09 00:00:00+00:00,35,2,5709,186.09,187.27,180.76,180.9,7573543.0,IWM
2023-03-10 00:00:00+00:00,35,2,5704,180.09,182.5,174.26,176.24,18960146.0,IWM
2023-03-13 00:00:00+00:00,35,2,5689,178.8,178.8,171.08,173.53,22304108.0,IWM
2023-03-14 00:00:00+00:00,35,2,5689,174.08,179.25,173.75,176.66,13985374.0,IWM
2023-03-15 00:00:00+00:00,35,2,5688,176.83,177.14,170.38,173.21,15028161.0,IWM
2023-03-16 00:00:00+00:00,35,2,5680,174.77,177.38,170.5,175.6,15694037.0,IWM
2023-03-17 00:00:00+00:00,35,2,5683,175.93,176.81,170.86,171.55,14884760.0,IWM
2023-03-20 00:00:00+00:00,35,2,5679,170.33,175.37,168.47,173.73,11074111.0,IWM
2023-03-21 00:00:00+00:00,35,2,5680,174.33,178.18,174.19,177.0,8523177.0,IWM
2023-03-22 00:00:00+00:00,35,2,5681,176.38,177.35,171.51,172.15,14257518.0,IWM
2023-03-23 00:00:00+00:00,35,2,5683,173.0,174.39,168.71,170.81,11307465.0,IWM
2023-03-24 00:00:00+00:00,35,2,5683,171.2,172.13,167.46,172.13,11326816.0,IWM
2023-03-27 00:00:00+00:00,35,2,5680,172.02,174.725,172.02,174.14,9406356.0,IWM
2023-03-28 00:00:00+00:00,35,2,5679,174.07,174.5,172.69,174.08,5700044.0,IWM
2023-03-29 00:00:00+00:00,35,2,5681,175.18,175.83,173.97,175.1,6107635.0,IWM
2023-03-30 00:00:00+00:00,35,2,5690,176.09,177.3,174.44,175.36,6262135.0,IWM
2023-03-31 00:00:00+00:00,35,2,5667,175.11,179.1,175.04,179.04,6739632.0,IWM
2023-04-03 00:00:00+00:00,35,2,5669,178.29,179.78,176.49,178.24,5825751.0,IWM
2023-04-04 00:00:00+00:00,35,2,5669,178.33,179.35,174.325,175.51,6727280.0,IWM
2023-04-05 00:00:00+00:00,35,2,5666,174.94,175.3,172.54,173.35,6840815.0,IWM
2023-04-06 00:00:00+00:00,35,2,5663,173.67,174.48,172.68,173.7,6007936.0,IWM
2023-04-10 00:00:00+00:00,35,2,5660,174.57,176.24,172.87,176.24,5175432.0,IWM
2023-04-11 00:00:00+00:00,35,2,5660,176.01,177.97,175.91,177.18,5398748.0,IWM
2023-04-12 00:00:00+00:00,35,2,5660,177.46,179.4,175.4,175.4,7256712.0,IWM
2023-04-13 00:00:00+00:00,35,2,5657,176.6,178.68,175.94,178.0,5422916.0,IWM
2023-04-14 00:00:00+00:00,35,2,5654,177.94,179.22,175.35,176.93,7760082.0,IWM
2023-04-17 00:00:00+00:00,35,2,5648,177.28,179.03,176.75,178.72,5477162.0,IWM
2023-04-18 00:00:00+00:00,35,2,5650,179.09,179.87,176.94,177.94,4876771.0,IWM
2023-04-19 00:00:00+00:00,35,2,5650,177.73,178.79,176.57,177.74,4485167.0,IWM
2023-04-20 00:00:00+00:00,35,2,5653,176.77,178.42,176.39,177.11,4209828.0,IWM
2023-04-21 00:00:00+00:00,35,2,5653,176.95,178.35,175.86,177.26,5800551.0,IWM
2023-04-24 00:00:00+00:00,35,2,5652,176.88,178.445,176.5,177.06,4551591.0,IWM
2023-04-25 00:00:00+00:00,35,2,5645,175.1,176.07,172.3,172.62,6680451.0,IWM
2023-04-26 00:00:00+00:00,35,2,5644,172.2,173.4,171.0,171.33,7064131.0,IWM
2023-04-27 00:00:00+00:00,35,2,5638,171.92,173.855,170.94,173.48,6990159.0,IWM
2023-04-28 00:00:00+00:00,35,2,5636,172.62,175.82,172.08,175.4,7740275.0,IWM
2023-05-01 00:00:00+00:00,35,2,5634,175.11,177.34,174.67,174.87,5829919.0,IWM
2023-05-02 00:00:00+00:00,35,2,5635,174.71,174.73,169.92,171.81,9857890.0,IWM
2023-05-03 00:00:00+00:00,35,2,5629,171.98,175.7,169.56,170.74,11442616.0,IWM
2023-05-04 00:00:00+00:00,35,2,5629,171.91,171.99,168.78,170.81,11927136.0,IWM
2023-05-05 00:00:00+00:00,35,2,5625,171.02,175.1,171.02,174.47,8599218.0,IWM
2023-05-08 00:00:00+00:00,35,2,5625,174.8,175.55,173.13,173.9,5575781.0,IWM
2023-05-09 00:00:00+00:00,35,2,5623,173.66,174.27,172.17,173.72,5474954.0,IWM
2023-05-10 00:00:00+00:00,35,2,5622,173.11,176.61,172.72,174.8,7311390.0,IWM
2023-05-11 00:00:00+00:00,35,2,5626,175.12,175.25,172.11,173.1,5987399.0,IWM
2023-05-12 00:00:00+00:00,35,2,5628,173.64,174.4,171.65,172.44,4756528.0,IWM
2023-05-15 00:00:00+00:00,35,2,5627,173.72,175.71,172.82,174.69,5489324.0,IWM
2023-05-16 00:00:00+00:00,35,2,5627,174.62,174.68,172.15,172.62,5580479.0,IWM
2023-05-17 00:00:00+00:00,35,2,5628,172.62,176.495,172.16,176.25,7605671.0,IWM
2023-05-18 00:00:00+00:00,35,2,5626,176.55,177.94,175.02,177.55,7173027.0,IWM
2023-05-19 00:00:00+00:00,35,2,5621,177.47,178.69,175.25,176.0,6989567.0,IWM
2023-05-22 00:00:00+00:00,35,2,5622,176.1,179.14,176.02,179.0,6804270.0,IWM
2023-05-23 00:00:00+00:00,35,2,5624,178.42,180.53,177.39,177.96,7577380.0,IWM
2023-05-24 00:00:00+00:00,35,2,5622,176.68,177.26,174.52,175.16,6716631.0,IWM
2023-05-25 00:00:00+00:00,35,2,5622,174.77,175.93,172.7,173.61,7884485.0,IWM
2023-05-26 00:00:00+00:00,35,2,5624,173.75,176.5,173.75,176.5,6264875.0,IWM
2023-05-30 00:00:00+00:00,35,2,5624,176.74,177.55,174.76,175.55,5820764.0,IWM
2023-05-31 00:00:00+00:00,35,2,5623,175.1,176.01,172.355,174.0,7064304.0,IWM
2023-06-01 00:00:00+00:00,35,2,5618,174.15,176.24,172.935,175.72,6655306.0,IWM
2023-06-02 00:00:00+00:00,35,2,5619,176.64,182.19,176.55,182.19,10071938.0,IWM
